"ï..report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit","report_date"
"2017-07-22","Colombia-Sucre","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Cesar","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Barranquilla","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Atlantico","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Amazonas","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Cartagena","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Cordoba","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-desconocido","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Cauca","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Narino","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Arauca","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Caldas","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Santa_Marta","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Putumayo","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Boyaca","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Bolivar","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Quindi­o","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Caqueta","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Guajira","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Vaupes","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Magdalena","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-San_Andres","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Guaviare","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Vichada","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Buenaventura","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Guaini­a","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Choco","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Exterior","province","zika_confirmed_laboratory","CO0001",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Valle","province","zika_confirmed_clinic","CO0002",NA,NA,766,"cases",NA
"2017-07-22","Colombia-Santander","province","zika_confirmed_clinic","CO0002",NA,NA,125,"cases",NA
"2017-07-22","Colombia-Tolima","province","zika_confirmed_clinic","CO0002",NA,NA,77,"cases",NA
"2017-07-22","Colombia-Cundinamarca","province","zika_confirmed_clinic","CO0002",NA,NA,46,"cases",NA
"2017-07-22","Colombia-Meta","province","zika_confirmed_clinic","CO0002",NA,NA,44,"cases",NA
"2017-07-22","Colombia-Antioquia","province","zika_confirmed_clinic","CO0002",NA,NA,38,"cases",NA
"2017-07-22","Colombia-Casanare","province","zika_confirmed_clinic","CO0002",NA,NA,34,"cases",NA
"2017-07-22","Colombia-Huila","province","zika_confirmed_clinic","CO0002",NA,NA,36,"cases",NA
"2017-07-22","Colombia-Norte_Santander","province","zika_confirmed_clinic","CO0002",NA,NA,30,"cases",NA
"2017-07-22","Colombia-Risaralda","province","zika_confirmed_clinic","CO0002",NA,NA,23,"cases",NA
"2017-07-22","Colombia-Sucre","province","zika_confirmed_clinic","CO0002",NA,NA,22,"cases",NA
"2017-07-22","Colombia-Cesar","province","zika_confirmed_clinic","CO0002",NA,NA,25,"cases",NA
"2017-07-22","Colombia-Barranquilla","province","zika_confirmed_clinic","CO0002",NA,NA,24,"cases",NA
"2017-07-22","Colombia-Atlantico","province","zika_confirmed_clinic","CO0002",NA,NA,18,"cases",NA
"2017-07-22","Colombia-Amazonas","province","zika_confirmed_clinic","CO0002",NA,NA,14,"cases",NA
"2017-07-22","Colombia-Cartagena","province","zika_confirmed_clinic","CO0002",NA,NA,19,"cases",NA
"2017-07-22","Colombia-Cordoba","province","zika_confirmed_clinic","CO0002",NA,NA,5,"cases",NA
"2017-07-22","Colombia-desconocido","province","zika_confirmed_clinic","CO0002",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Cauca","province","zika_confirmed_clinic","CO0002",NA,NA,7,"cases",NA
"2017-07-22","Colombia-Narino","province","zika_confirmed_clinic","CO0002",NA,NA,4,"cases",NA
"2017-07-22","Colombia-Arauca","province","zika_confirmed_clinic","CO0002",NA,NA,10,"cases",NA
"2017-07-22","Colombia-Caldas","province","zika_confirmed_clinic","CO0002",NA,NA,13,"cases",NA
"2017-07-22","Colombia-Santa_Marta","province","zika_confirmed_clinic","CO0002",NA,NA,8,"cases",NA
"2017-07-22","Colombia-Putumayo","province","zika_confirmed_clinic","CO0002",NA,NA,19,"cases",NA
"2017-07-22","Colombia-Boyaca","province","zika_confirmed_clinic","CO0002",NA,NA,7,"cases",NA
"2017-07-22","Colombia-Bolivar","province","zika_confirmed_clinic","CO0002",NA,NA,5,"cases",NA
"2017-07-22","Colombia-Quindi­o","province","zika_confirmed_clinic","CO0002",NA,NA,4,"cases",NA
"2017-07-22","Colombia-Caqueta","province","zika_confirmed_clinic","CO0002",NA,NA,6,"cases",NA
"2017-07-22","Colombia-Guajira","province","zika_confirmed_clinic","CO0002",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Vaupes","province","zika_confirmed_clinic","CO0002",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Magdalena","province","zika_confirmed_clinic","CO0002",NA,NA,3,"cases",NA
"2017-07-22","Colombia-San_Andres","province","zika_confirmed_clinic","CO0002",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Guaviare","province","zika_confirmed_clinic","CO0002",NA,NA,3,"cases",NA
"2017-07-22","Colombia-Vichada","province","zika_confirmed_clinic","CO0002",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Buenaventura","province","zika_confirmed_clinic","CO0002",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Guaini­a","province","zika_confirmed_clinic","CO0002",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Choco","province","zika_confirmed_clinic","CO0002",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Exterior","province","zika_confirmed_clinic","CO0002",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Valle","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Santander","province","zika_suspected","CO0003",NA,NA,10,"cases",NA
"2017-07-22","Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,9,"cases",NA
"2017-07-22","Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,6,"cases",NA
"2017-07-22","Colombia-Meta","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Antioquia","province","zika_suspected","CO0003",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Casanare","province","zika_suspected","CO0003",NA,NA,5,"cases",NA
"2017-07-22","Colombia-Huila","province","zika_suspected","CO0003",NA,NA,4,"cases",NA
"2017-07-22","Colombia-Norte_Santander","province","zika_suspected","CO0003",NA,NA,13,"cases",NA
"2017-07-22","Colombia-Risaralda","province","zika_suspected","CO0003",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Sucre","province","zika_suspected","CO0003",NA,NA,3,"cases",NA
"2017-07-22","Colombia-Cesar","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Barranquilla","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Atlantico","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Amazonas","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Cartagena","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Cordoba","province","zika_suspected","CO0003",NA,NA,9,"cases",NA
"2017-07-22","Colombia-desconocido","province","zika_suspected","CO0003",NA,NA,13,"cases",NA
"2017-07-22","Colombia-Cauca","province","zika_suspected","CO0003",NA,NA,6,"cases",NA
"2017-07-22","Colombia-Narino","province","zika_suspected","CO0003",NA,NA,10,"cases",NA
"2017-07-22","Colombia-Arauca","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Caldas","province","zika_suspected","CO0003",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Santa_Marta","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Putumayo","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Boyaca","province","zika_suspected","CO0003",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Bolivar","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Quindi­o","province","zika_suspected","CO0003",NA,NA,3,"cases",NA
"2017-07-22","Colombia-Caqueta","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Guajira","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Vaupes","province","zika_suspected","CO0003",NA,NA,4,"cases",NA
"2017-07-22","Colombia-Magdalena","province","zika_suspected","CO0003",NA,NA,1,"cases",NA
"2017-07-22","Colombia-San_Andres","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Guaviare","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Vichada","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Buenaventura","province","zika_suspected","CO0003",NA,NA,0,"cases",NA
"2017-07-22","Colombia-Guaini­a","province","zika_suspected","CO0003",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Choco","province","zika_suspected","CO0003",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Exterior","province","zika_suspected","CO0003",NA,NA,14,"cases",NA
"2017-07-22","Colombia-Bogota","province","neurological_syndrome_zika_positive","CO0009",NA,NA,12,"cases",NA
"2017-07-22","Colombia-Tolima","province","neurological_syndrome_zika_positive","CO0009",NA,NA,7,"cases",NA
"2017-07-22","Colombia-Santander","province","neurological_syndrome_zika_positive","CO0009",NA,NA,5,"cases",NA
"2017-07-22","Colombia-Cartagena","province","neurological_syndrome_zika_positive","CO0009",NA,NA,5,"cases",NA
"2017-07-22","Colombia-Cundinamarca","province","neurological_syndrome_zika_positive","CO0009",NA,NA,3,"cases",NA
"2017-07-22","Colombia-Antioquia","province","neurological_syndrome_zika_positive","CO0009",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Casanare","province","neurological_syndrome_zika_positive","CO0009",NA,NA,3,"cases",NA
"2017-07-22","Colombia-Meta","province","neurological_syndrome_zika_positive","CO0009",NA,NA,3,"cases",NA
"2017-07-22","Colombia-Valle","province","neurological_syndrome_zika_positive","CO0009",NA,NA,5,"cases",NA
"2017-07-22","Colombia-Bolivar","province","neurological_syndrome_zika_positive","CO0009",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Quindi­o","province","neurological_syndrome_zika_positive","CO0009",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Cauca","province","neurological_syndrome_zika_positive","CO0009",NA,NA,2,"cases",NA
"2017-07-22","Colombia-Narino","province","neurological_syndrome_zika_positive","CO0009",NA,NA,3,"cases",NA
"2017-07-22","Colombia-Atlantico","province","neurological_syndrome_zika_positive","CO0009",NA,NA,4,"cases",NA
"2017-07-22","Colombia-Norte_Santander","province","neurological_syndrome_zika_positive","CO0009",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Boyaca","province","neurological_syndrome_zika_positive","CO0009",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Barranquilla","province","neurological_syndrome_zika_positive","CO0009",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Cesar","province","neurological_syndrome_zika_positive","CO0009",NA,NA,1,"cases",NA
"2017-07-22","Colombia-Arauca","province","neurological_syndrome_zika_positive","CO0009",NA,NA,1,"cases",NA
